@rel(Composed_Of)
@from(PE_Card)key|@to(PE_PPort)key
12.82.118.12/10/2|12.82.118.12/10/2/1
12.82.16.78/8/1|12.82.16.78/8/1/1
12.82.16.77/3/1|12.82.16.77/3/1/5
12.82.60.28/2/1|12.82.60.28/2/1/9
165.87.253.161/5/2|165.87.253.161/5/2/2
12.82.49.196/1/0|12.82.49.196/1/0/8
12.122.215.71/3/1|12.122.215.71/3/1/0
12.82.124.129/11/3|12.82.124.129/11/3/0
12.82.8.71/9/0|12.82.8.71/9/0/7
12.82.127.128/7/2|12.82.127.128/7/2/0
12.82.63.2/3/1|12.82.63.2/3/1/1
12.82.60.17/5/3|12.82.60.17/5/3/5
12.82.0.2/2/1|12.82.0.2/2/1/9
172.30.150.2/7/2|172.30.150.2/7/2/5
12.82.40.101/5/0|12.82.40.101/5/0/5
12.82.40.88/3/1|12.82.40.88/3/1/7
12.123.80.27/3/1|12.123.80.27/3/1/0
143.0.68.248/0/1|143.0.68.248/0/1/3
12.122.121.138/3/1|12.122.121.138/3/1/6
12.82.8.55/3/0|12.82.8.55/3/0/7
12.82.49.192/10/2|12.82.49.192/10/2/7
12.122.122.137/0/3|12.122.122.137/0/3/0
12.122.122.46/2/3|12.122.122.46/2/3/0
12.82.76.22/2/3|12.82.76.22/2/3/6
192.168.119.40/1/3|192.168.119.40/1/3/1
10.144.0.147/3/1|10.144.0.147/3/1/3
12.82.0.1/0/2|12.82.0.1/0/2/0
12.123.80.166/1/0|12.123.80.166/1/0/3
1.2.3.4/2/1|1.2.3.4/2/1/3
12.82.78.18/2/1|12.82.78.18/2/1/5
12.82.0.93/8/1|12.82.0.93/8/1/8
12.80.0.213/2/3|12.80.0.213/2/3/0
165.87.253.147/5/2|165.87.253.147/5/2/0
12.82.88.1/10/1|12.82.88.1/10/1/6
12.82.80.16/4/3|12.82.80.16/4/3/1
12.82.40.107/2/1|12.82.40.107/2/1/0
12.123.80.117/1/0|12.123.80.117/1/0/5
12.82.109.3/3/0|12.82.109.3/3/0/3
12.82.24.32/5/2|12.82.24.32/5/2/1
12.82.58.9/2/0|12.82.58.9/2/0/4
12.82.8.68/1/0|12.82.8.68/1/0/2
12.82.125.192/10/1|12.82.125.192/10/1/7
12.82.48.1/10/3|12.82.48.1/10/3/5
12.82.86.29/5/2|12.82.86.29/5/2/5
12.82.40.123/9/2|12.82.40.123/9/2/0
12.82.114.23/1/3|12.82.114.23/1/3/0
192.168.43.17/9/2|192.168.43.17/9/2/9
12.82.88.27/2/2|12.82.88.27/2/2/3
12.82.118.19/3/1|12.82.118.19/3/1/7
165.87.24.7/5/3|165.87.24.7/5/3/1
12.82.24.74/1/1|12.82.24.74/1/1/0
12.82.96.30/0/0|12.82.96.30/0/0/0
12.122.126.99/2/0|12.122.126.99/2/0/0
12.82.118.23/10/3|12.82.118.23/10/3/8
12.82.114.15/5/2|12.82.114.15/5/2/1
12.82.40.92/3/0|12.82.40.92/3/0/4
12.82.56.6/5/2|12.82.56.6/5/2/0
12.122.119.10/4/3|12.122.119.10/4/3/0
12.82.102.1/8/1|12.82.102.1/8/1/0
12.82.40.98/5/2|12.82.40.98/5/2/5
12.82.118.22/3/2|12.82.118.22/3/2/2
12.82.90.19/5/1|12.82.90.19/5/1/2
12.83.165.193/4/1|12.83.165.193/4/1/0
12.82.40.122/10/1|12.82.40.122/10/1/1
12.82.0.72/2/2|12.82.0.72/2/2/0
12.82.56.4/3/1|12.82.56.4/3/1/1
143.0.68.57/0/0|143.0.68.57/0/0/0
12.82.66.1/3/3|12.82.66.1/3/3/5
12.82.117.10/7/0|12.82.117.10/7/0/0
12.122.120.183/0/1|12.122.120.183/0/1/0
12.82.16.67/3/0|12.82.16.67/3/0/0
12.82.0.87/2/0|12.82.0.87/2/0/5
12.122.126.249/0/1|12.122.126.249/0/1/0
10.144.0.153/2/2|10.144.0.153/2/2/0
12.82.80.26/3/0|12.82.80.26/3/0/6
12.82.114.22/9/0|12.82.114.22/9/0/6
12.82.90.21/7/1|12.82.90.21/7/1/0
12.82.109.5/2/0|12.82.109.5/2/0/3
143.0.24.98/1/0|143.0.24.98/1/0/2
12.122.125.9/1/0|12.122.125.9/1/0/0
12.122.122.83/3/2|12.122.122.83/3/2/4
12.82.8.68/1/1|12.82.8.68/1/1/1
12.82.110.4/9/3|12.82.110.4/9/3/9
12.82.8.67/3/2|12.82.8.67/3/2/3
12.82.24.32/9/0|12.82.24.32/9/0/7
12.82.40.123/9/3|12.82.40.123/9/3/2
12.83.164.224/1/1|12.83.164.224/1/1/3
12.122.122.133/4/2|12.122.122.133/4/2/1
12.82.58.3/10/3|12.82.58.3/10/3/0
12.122.122.154/7/0|12.122.122.154/7/0/7
12.82.126.64/3/0|12.82.126.64/3/0/1
12.82.102.27/1/0|12.82.102.27/1/0/4
12.82.0.1/0/3|12.82.0.1/0/3/0
12.82.146.3/0/0|12.82.146.3/0/0/0
12.82.48.201/0/0|12.82.48.201/0/0/2
12.82.0.2/2/2|12.82.0.2/2/2/3
12.122.122.162/7/1|12.122.122.162/7/1/0
12.82.32.96/5/1|12.82.32.96/5/1/2
12.82.86.27/3/0|12.82.86.27/3/0/7
12.82.126.192/11/2|12.82.126.192/11/2/0
12.82.106.8/2/0|12.82.106.8/2/0/6
12.122.122.112/1/2|12.122.122.112/1/2/0
12.82.16.62/5/3|12.82.16.62/5/3/0
165.87.250.168/7/2|165.87.250.168/7/2/2
12.82.8.99/0/0|12.82.8.99/0/0/0
12.82.0.49/2/0|12.82.0.49/2/0/0
12.82.16.127/0/0|12.82.16.127/0/0/0
12.122.122.60/11/0|12.122.122.60/11/0/0
12.82.56.2/2/0|12.82.56.2/2/0/0
12.83.165.73/0/1|12.83.165.73/0/1/0
1.2.3.4/9/2|1.2.3.4/9/2/8
12.82.8.71/3/0|12.82.8.71/3/0/4
12.82.24.30/10/2|12.82.24.30/10/2/4
12.82.49.68/0/1|12.82.49.68/0/1/5
12.122.121.158/3/2|12.122.121.158/3/2/5
172.30.146.3/7/1|172.30.146.3/7/1/4
10.144.0.138/4/1|10.144.0.138/4/1/0
12.83.165.49/0/2|12.83.165.49/0/2/0
12.82.100.8/10/2|12.82.100.8/10/2/9
12.123.80.122/2/3|12.123.80.122/2/3/8
12.82.114.4/6/3|12.82.114.4/6/3/1
12.82.49.196/0/3|12.82.49.196/0/3/1
12.82.0.51/2/1|12.82.0.51/2/1/8
12.122.122.16/3/1|12.122.122.16/3/1/9
12.122.122.152/3/3|12.122.122.152/3/3/4
143.0.24.168/3/1|143.0.24.168/3/1/0
12.82.24.47/5/3|12.82.24.47/5/3/4
12.82.114.11/3/0|12.82.114.11/3/0/0
12.122.122.82/10/2|12.122.122.82/10/2/0
12.82.118.7/3/2|12.82.118.7/3/2/5
12.122.120.239/1/1|12.122.120.239/1/1/0
12.82.0.58/2/0|12.82.0.58/2/0/6
12.82.16.81/2/2|12.82.16.81/2/2/7
12.82.24.66/4/3|12.82.24.66/4/3/2
12.82.24.59/5/0|12.82.24.59/5/0/9
12.82.24.31/8/0|12.82.24.31/8/0/5
12.82.82.27/3/3|12.82.82.27/3/3/6
12.82.102.4/5/0|12.82.102.4/5/0/9
12.123.80.27/3/0|12.123.80.27/3/0/7
12.122.122.179/0/3|12.122.122.179/0/3/0
12.122.122.59/7/0|12.122.122.59/7/0/4
12.82.24.1/4/3|12.82.24.1/4/3/9
12.82.24.123/8/3|12.82.24.123/8/3/0
12.82.82.8/3/0|12.82.82.8/3/0/5
12.82.94.25/2/2|12.82.94.25/2/2/6
12.82.114.6/2/1|12.82.114.6/2/1/7
12.122.122.109/11/3|12.122.122.109/11/3/0
12.82.94.16/5/1|12.82.94.16/5/1/1
12.82.78.1/5/1|12.82.78.1/5/1/0
12.82.80.26/3/2|12.82.80.26/3/2/1
12.82.126.128/10/1|12.82.126.128/10/1/5
12.122.125.9/1/1|12.122.125.9/1/1/0
12.82.40.99/9/1|12.82.40.99/9/1/6
12.82.80.31/4/0|12.82.80.31/4/0/6
12.122.122.227/7/0|12.122.122.227/7/0/9
12.82.98.15/8/0|12.82.98.15/8/0/7
12.82.74.24/2/1|12.82.74.24/2/1/7
12.82.60.27/2/0|12.82.60.27/2/0/2
12.82.82.21/2/1|12.82.82.21/2/1/5
12.82.127.129/2/3|12.82.127.129/2/3/4
12.82.102.1/9/3|12.82.102.1/9/3/6
12.122.121.156/0/0|12.122.121.156/0/0/0
32.12.1.1/2/1|32.12.1.1/2/1/3
12.122.122.164/4/1|12.122.122.164/4/1/0
12.82.102.21/10/1|12.82.102.21/10/1/7
12.82.126.192/4/0|12.82.126.192/4/0/9
12.82.96.3/2/2|12.82.96.3/2/2/2
12.82.48.64/3/3|12.82.48.64/3/3/9
12.82.0.83/2/0|12.82.0.83/2/0/2
12.82.76.28/2/3|12.82.76.28/2/3/1
12.122.122.225/11/2|12.122.122.225/11/2/0
12.82.0.48/2/0|12.82.0.48/2/0/5
12.82.40.33/2/3|12.82.40.33/2/3/5
12.82.16.78/3/2|12.82.16.78/3/2/1
12.82.88.20/8/2|12.82.88.20/8/2/5
12.82.92.30/3/0|12.82.92.30/3/0/6
12.82.127.129/4/2|12.82.127.129/4/2/9
32.119.97.118/1/1|32.119.97.118/1/1/0
12.82.24.31/1/1|12.82.24.31/1/1/0
12.82.127.129/8/2|12.82.127.129/8/2/6
12.123.80.32/2/0|12.123.80.32/2/0/5
172.30.128.23/7/2|172.30.128.23/7/2/4
12.82.8.10/2/1|12.82.8.10/2/1/0
12.82.86.14/5/0|12.82.86.14/5/0/9
143.0.25.10/0/0|143.0.25.10/0/0/0
12.122.122.82/2/3|12.122.122.82/2/3/0
12.82.8.80/1/0|12.82.8.80/1/0/0
12.82.114.13/10/1|12.82.114.13/10/1/1
12.82.104.10/2/0|12.82.104.10/2/0/9
12.82.32.96/4/2|12.82.32.96/4/2/6
12.122.124.163/0/3|12.122.124.163/0/3/0
12.82.100.8/10/3|12.82.100.8/10/3/6
12.122.122.51/3/3|12.122.122.51/3/3/9
12.122.122.37/0/0|12.122.122.37/0/0/0
12.82.60.30/10/0|12.82.60.30/10/0/5
148.0.131.253/1/0|148.0.131.253/1/0/0
12.82.86.28/5/2|12.82.86.28/5/2/5
12.82.0.90/2/2|12.82.0.90/2/2/4
12.82.114.9/5/3|12.82.114.9/5/3/7
12.122.122.75/0/3|12.122.122.75/0/3/0
172.28.4.253/7/3|172.28.4.253/7/3/6
12.82.8.82/3/1|12.82.8.82/3/1/5
12.80.68.132/3/0|12.80.68.132/3/0/2
135.16.241.14/4/1|135.16.241.14/4/1/0
165.87.64.105/7/0|165.87.64.105/7/0/1
12.122.122.91/3/1|12.122.122.91/3/1/8
12.82.66.30/8/3|12.82.66.30/8/3/4
12.122.120.182/3/3|12.122.120.182/3/3/0
12.83.164.2/1/1|12.83.164.2/1/1/0
12.82.114.4/8/3|12.82.114.4/8/3/2
32.119.179.177/7/0|32.119.179.177/7/0/0
12.82.53.3/0/0|12.82.53.3/0/0/0
12.122.126.224/5/3|12.122.126.224/5/3/0
12.82.16.64/2/0|12.82.16.64/2/0/7
12.122.122.160/9/3|12.122.122.160/9/3/0
12.122.126.124/1/2|12.122.126.124/1/2/0
12.82.8.82/3/1|12.82.8.82/3/1/1
12.82.94.17/9/2|12.82.94.17/9/2/7
12.82.32.77/10/0|12.82.32.77/10/0/5
12.82.114.26/2/0|12.82.114.26/2/0/5
12.82.24.123/11/0|12.82.24.123/11/0/6
12.82.124.129/10/1|12.82.124.129/10/1/9
12.122.120.250/4/3|12.122.120.250/4/3/0
12.82.86.29/5/2|12.82.86.29/5/2/3
12.82.114.20/11/2|12.82.114.20/11/2/0
12.82.102.1/3/2|12.82.102.1/3/2/3
12.82.127.129/2/1|12.82.127.129/2/1/6
149.0.3.132/0/0|149.0.3.132/0/0/1
12.122.122.162/0/3|12.122.122.162/0/3/0
12.122.215.25/5/3|12.122.215.25/5/3/2
12.82.33.1/0/3|12.82.33.1/0/3/2
12.82.90.14/2/0|12.82.90.14/2/0/0
12.122.122.122/4/0|12.122.122.122/4/0/7
12.82.114.10/8/1|12.82.114.10/8/1/0
12.82.104.28/2/0|12.82.104.28/2/0/9
12.82.76.22/2/1|12.82.76.22/2/1/4
12.82.86.23/2/1|12.82.86.23/2/1/7
12.122.122.90/3/1|12.122.122.90/3/1/5
12.82.118.4/10/0|12.82.118.4/10/0/5
12.122.122.189/3/2|12.122.122.189/3/2/8
12.82.8.82/5/2|12.82.8.82/5/2/0
12.82.102.22/5/2|12.82.102.22/5/2/2
12.122.126.246/1/0|12.122.126.246/1/0/5
12.82.16.89/2/2|12.82.16.89/2/2/0
12.82.62.6/3/2|12.82.62.6/3/2/9
12.82.58.9/2/0|12.82.58.9/2/0/2
12.82.102.2/5/0|12.82.102.2/5/0/4
12.122.122.46/2/0|12.122.122.46/2/0/2
12.82.104.28/2/3|12.82.104.28/2/3/1
12.122.119.200/1/3|12.122.119.200/1/3/0
12.82.96.25/5/1|12.82.96.25/5/1/1
172.30.128.6/7/2|172.30.128.6/7/2/1
165.87.253.161/5/2|165.87.253.161/5/2/0
12.82.86.23/4/3|12.82.86.23/4/3/8
12.122.122.132/3/1|12.122.122.132/3/1/5
12.82.0.88/2/0|12.82.0.88/2/0/9
12.122.122.163/3/2|12.122.122.163/3/2/9
12.82.100.15/2/3|12.82.100.15/2/3/5
12.82.110.4/10/2|12.82.110.4/10/2/4
12.82.96.17/2/0|12.82.96.17/2/0/8
172.21.197.230/7/2|172.21.197.230/7/2/0
12.82.24.66/3/0|12.82.24.66/3/0/1
12.82.96.3/2/3|12.82.96.3/2/3/6
12.82.16.112/0/2|12.82.16.112/0/2/1
150.0.0.56/0/0|150.0.0.56/0/0/0
12.82.24.51/2/1|12.82.24.51/2/1/7
12.122.119.9/3/2|12.122.119.9/3/2/0
12.122.127.5/1/3|12.122.127.5/1/3/0
12.82.127.64/3/2|12.82.127.64/3/2/4
12.82.66.26/2/1|12.82.66.26/2/1/4
12.122.122.72/3/2|12.122.122.72/3/2/8
12.82.118.24/11/0|12.82.118.24/11/0/0
12.122.122.85/3/2|12.122.122.85/3/2/4
12.82.80.16/3/2|12.82.80.16/3/2/9
12.82.24.93/0/0|12.82.24.93/0/0/0
12.82.0.50/2/2|12.82.0.50/2/2/7
12.82.16.62/5/0|12.82.16.62/5/0/5
12.82.16.59/5/0|12.82.16.59/5/0/9
12.122.122.33/3/0|12.122.122.33/3/0/3
12.80.72.54/0/0|12.80.72.54/0/0/1
12.82.48.65/3/1|12.82.48.65/3/1/7
12.82.92.10/2/0|12.82.92.10/2/0/1
12.82.102.28/4/2|12.82.102.28/4/2/9
12.82.90.19/9/2|12.82.90.19/9/2/3
12.82.86.23/5/1|12.82.86.23/5/1/7
12.122.120.207/1/0|12.122.120.207/1/0/0
12.82.50.73/0/0|12.82.50.73/0/0/0
12.82.0.63/4/0|12.82.0.63/4/0/6
12.83.164.80/1/1|12.83.164.80/1/1/0
12.82.110.5/1/1|12.82.110.5/1/1/1
12.122.122.86/3/0|12.122.122.86/3/0/5
12.82.80.24/2/0|12.82.80.24/2/0/9
12.82.40.33/5/2|12.82.40.33/5/2/2
12.82.100.16/2/1|12.82.100.16/2/1/0
12.82.94.24/0/0|12.82.94.24/0/0/0
12.82.40.97/8/3|12.82.40.97/8/3/5
12.122.122.51/7/0|12.122.122.51/7/0/9
165.87.253.150/5/2|165.87.253.150/5/2/1
12.82.24.79/4/2|12.82.24.79/4/2/0
12.122.120.254/4/0|12.122.120.254/4/0/0
12.82.118.1/2/1|12.82.118.1/2/1/6
12.82.100.7/2/0|12.82.100.7/2/0/0
12.122.122.227/4/3|12.122.122.227/4/3/4
12.82.118.9/8/2|12.82.118.9/8/2/5
12.82.110.5/2/0|12.82.110.5/2/0/0
12.82.56.6/10/2|12.82.56.6/10/2/7
12.122.127.6/1/1|12.122.127.6/1/1/0
12.82.0.93/4/0|12.82.0.93/4/0/6
12.82.16.89/10/0|12.82.16.89/10/0/9
165.87.65.1/7/0|165.87.65.1/7/0/0
1.2.3.4/10/0|1.2.3.4/10/0/6
12.82.24.71/0/0|12.82.24.71/0/0/0
12.123.80.90/1/0|12.123.80.90/1/0/1
143.0.24.237/1/0|143.0.24.237/1/0/0
12.82.74.28/3/3|12.82.74.28/3/3/4
12.82.96.26/2/0|12.82.96.26/2/0/3
12.82.58.3/7/1|12.82.58.3/7/1/0
12.82.0.3/5/2|12.82.0.3/5/2/0
12.82.148.11/3/3|12.82.148.11/3/3/5
12.82.63.2/5/1|12.82.63.2/5/1/2
12.122.122.193/11/3|12.122.122.193/11/3/0
12.82.8.81/9/0|12.82.8.81/9/0/9
12.82.78.1/8/0|12.82.78.1/8/0/0
10.0.36.128/2/2|10.0.36.128/2/2/8
12.82.125.130/3/1|12.82.125.130/3/1/7
12.82.80.30/2/3|12.82.80.30/2/3/5
12.82.0.42/2/1|12.82.0.42/2/1/1
143.0.68.254/2/2|143.0.68.254/2/2/1
12.123.80.214/2/1|12.123.80.214/2/1/0
10.0.36.128/2/3|10.0.36.128/2/3/5
12.122.122.66/3/0|12.122.122.66/3/0/2
12.82.0.61/8/2|12.82.0.61/8/2/5
12.122.215.76/3/1|12.122.215.76/3/1/0
12.82.24.74/1/0|12.82.24.74/1/0/4
12.82.24.42/4/0|12.82.24.42/4/0/2
143.0.68.62/1/0|143.0.68.62/1/0/9
12.82.58.3/5/3|12.82.58.3/5/3/5
12.82.16.78/4/0|12.82.16.78/4/0/4
12.82.24.30/2/2|12.82.24.30/2/2/6
12.82.48.64/8/3|12.82.48.64/8/3/6
12.82.125.128/3/2|12.82.125.128/3/2/2
12.122.126.121/3/0|12.122.126.121/3/0/0
12.122.122.37/11/3|12.122.122.37/11/3/0
12.82.8.98/1/0|12.82.8.98/1/0/3
12.83.165.180/5/0|12.83.165.180/5/0/0
12.82.24.70/8/0|12.82.24.70/8/0/0
12.122.121.136/11/3|12.122.121.136/11/3/1
12.82.56.8/5/3|12.82.56.8/5/3/5
12.82.127.2/4/0|12.82.127.2/4/0/0
12.82.0.1/3/2|12.82.0.1/3/2/8
12.122.127.132/0/0|12.122.127.132/0/0/0
12.82.102.4/5/2|12.82.102.4/5/2/6
172.18.132.97/4/1|172.18.132.97/4/1/0
12.82.0.47/3/2|12.82.0.47/3/2/1
12.122.119.24/1/0|12.122.119.24/1/0/0
143.0.68.34/1/0|143.0.68.34/1/0/1
12.82.126.128/10/2|12.82.126.128/10/2/8
12.82.110.5/9/1|12.82.110.5/9/1/6
12.82.114.23/6/1|12.82.114.23/6/1/8
12.82.16.89/10/1|12.82.16.89/10/1/3
12.82.125.192/10/3|12.82.125.192/10/3/1
172.20.64.97/0/1|172.20.64.97/0/1/0
12.82.0.1/3/1|12.82.0.1/3/1/6
12.82.127.64/3/2|12.82.127.64/3/2/1
12.82.16.72/1/1|12.82.16.72/1/1/0
12.82.114.22/1/1|12.82.114.22/1/1/8
12.82.110.13/3/1|12.82.110.13/3/1/0
12.82.40.93/2/2|12.82.40.93/2/2/9
12.82.76.22/4/0|12.82.76.22/4/0/6
12.82.24.65/4/1|12.82.24.65/4/1/1
12.122.122.227/4/3|12.122.122.227/4/3/5
12.82.72.1/1/0|12.82.72.1/1/0/0
12.83.164.225/1/2|12.83.164.225/1/2/2
12.82.106.4/5/0|12.82.106.4/5/0/3
12.82.24.79/1/2|12.82.24.79/1/2/0
12.122.122.133/3/1|12.122.122.133/3/1/8
12.82.120.139/4/1|12.82.120.139/4/1/0
12.82.40.94/2/1|12.82.40.94/2/1/5
12.82.82.21/3/1|12.82.82.21/3/1/4
12.122.215.90/3/3|12.122.215.90/3/3/0
12.122.120.165/4/0|12.122.120.165/4/0/0
148.0.131.153/4/1|148.0.131.153/4/1/0
12.83.164.131/6/0|12.83.164.131/6/0/0
12.82.106.6/10/3|12.82.106.6/10/3/7
12.82.24.45/3/0|12.82.24.45/3/0/8
12.82.8.68/1/0|12.82.8.68/1/0/9
12.82.70.29/2/1|12.82.70.29/2/1/2
12.82.8.81/5/1|12.82.8.81/5/1/3
12.82.16.78/4/2|12.82.16.78/4/2/0
12.82.40.102/3/1|12.82.40.102/3/1/4
12.82.24.68/8/2|12.82.24.68/8/2/0
12.82.24.74/3/3|12.82.24.74/3/3/4
12.82.127.64/10/0|12.82.127.64/10/0/3
12.82.66.30/0/2|12.82.66.30/0/2/0
12.82.40.122/1/0|12.82.40.122/1/0/2
12.82.24.47/9/1|12.82.24.47/9/1/7
12.82.98.15/3/3|12.82.98.15/3/3/4
12.82.102.1/10/1|12.82.102.1/10/1/3
12.82.100.7/3/0|12.82.100.7/3/0/0
12.82.98.14/2/1|12.82.98.14/2/1/5
10.0.38.63/1/0|10.0.38.63/1/0/4
143.0.68.44/0/0|143.0.68.44/0/0/2
12.82.88.12/1/3|12.82.88.12/1/3/2
12.82.124.129/10/0|12.82.124.129/10/0/2
12.122.126.136/1/3|12.122.126.136/1/3/0
172.23.132.108/0/2|172.23.132.108/0/2/0
12.82.16.82/11/0|12.82.16.82/11/0/0
12.122.122.42/11/3|12.122.122.42/11/3/1
12.82.114.23/6/3|12.82.114.23/6/3/5
12.82.24.44/5/1|12.82.24.44/5/1/4
12.122.121.145/0/3|12.122.121.145/0/3/0
12.122.120.13/3/1|12.122.120.13/3/1/0
12.82.8.82/9/3|12.82.8.82/9/3/7
12.122.215.96/4/3|12.122.215.96/4/3/0
12.83.165.176/1/1|12.83.165.176/1/1/1
12.82.63.1/2/1|12.82.63.1/2/1/5
12.82.40.88/3/0|12.82.40.88/3/0/2
12.82.125.192/7/1|12.82.125.192/7/1/0
12.122.119.193/4/1|12.122.119.193/4/1/0
12.82.118.12/3/2|12.82.118.12/3/2/1
12.82.92.30/3/0|12.82.92.30/3/0/2
12.83.165.164/1/3|12.83.165.164/1/3/2
12.82.40.108/2/1|12.82.40.108/2/1/0
12.122.126.123/6/0|12.122.126.123/6/0/0
12.82.127.2/3/3|12.82.127.2/3/3/7
12.82.118.4/10/2|12.82.118.4/10/2/8
12.82.109.3/4/3|12.82.109.3/4/3/4
12.122.126.85/5/0|12.122.126.85/5/0/0
12.82.0.94/3/1|12.82.0.94/3/1/0
12.82.96.17/2/0|12.82.96.17/2/0/2
12.82.125.128/10/0|12.82.125.128/10/0/3
12.122.120.182/3/1|12.122.120.182/3/1/0
143.0.24.144/0/0|143.0.24.144/0/0/1
12.82.100.14/2/0|12.82.100.14/2/0/4
12.82.90.11/10/3|12.82.90.11/10/3/8
12.82.16.87/2/0|12.82.16.87/2/0/1
172.17.69.230/7/2|172.17.69.230/7/2/4
12.82.0.52/2/2|12.82.0.52/2/2/9
12.82.146.14/7/0|12.82.146.14/7/0/0
12.82.102.28/10/2|12.82.102.28/10/2/9
12.82.118.22/3/2|12.82.118.22/3/2/5
12.82.24.123/8/1|12.82.24.123/8/1/9
12.82.40.110/8/1|12.82.40.110/8/1/0
12.82.144.20/11/2|12.82.144.20/11/2/0
12.122.120.239/4/0|12.122.120.239/4/0/0
12.122.125.235/3/1|12.122.125.235/3/1/6
12.122.122.206/5/1|12.122.122.206/5/1/7
32.119.213.255/5/3|32.119.213.255/5/3/2
12.82.96.9/3/1|12.82.96.9/3/1/9
12.82.70.28/5/2|12.82.70.28/5/2/3
143.0.25.9/0/0|143.0.25.9/0/0/6
32.119.117.116/6/2|32.119.117.116/6/2/0
12.82.120.137/1/0|12.82.120.137/1/0/3
12.82.78.17/5/0|12.82.78.17/5/0/7
12.82.72.27/2/2|12.82.72.27/2/2/2
12.82.49.68/0/3|12.82.49.68/0/3/2
12.122.122.51/4/3|12.122.122.51/4/3/4
172.30.164.2/7/1|172.30.164.2/7/1/8
8.8.0.206/2/0|8.8.0.206/2/0/0
12.82.40.133/2/1|12.82.40.133/2/1/0
10.144.0.137/1/2|10.144.0.137/1/2/3
12.122.120.190/1/0|12.122.120.190/1/0/0
12.82.98.13/4/0|12.82.98.13/4/0/5
12.82.8.84/1/0|12.82.8.84/1/0/7
12.82.40.122/1/3|12.82.40.122/1/3/3
12.82.118.12/1/2|12.82.118.12/1/2/2
12.80.72.91/0/0|12.80.72.91/0/0/9
12.122.122.103/3/0|12.122.122.103/3/0/1
12.82.106.14/3/3|12.82.106.14/3/3/9
12.82.126.128/3/1|12.82.126.128/3/1/6
12.82.59.5/3/2|12.82.59.5/3/2/1
12.82.142.4/1/0|12.82.142.4/1/0/2
12.122.122.224/4/1|12.122.122.224/4/1/0
12.122.122.232/0/0|12.122.122.232/0/0/0
12.82.82.20/2/3|12.82.82.20/2/3/1
12.82.88.20/8/0|12.82.88.20/8/0/7
12.122.126.106/1/3|12.122.126.106/1/3/2
12.122.127.63/3/1|12.122.127.63/3/1/0
12.122.122.40/3/1|12.122.122.40/3/1/5
12.82.125.192/10/2|12.82.125.192/10/2/7
12.122.122.16/3/1|12.122.122.16/3/1/4
12.82.24.123/3/1|12.82.24.123/3/1/0
12.82.108.16/0/1|12.82.108.16/0/1/9
12.82.127.129/10/0|12.82.127.129/10/0/3
12.122.122.69/11/2|12.122.122.69/11/2/0
12.82.0.125/4/2|12.82.0.125/4/2/0
12.83.165.121/6/0|12.83.165.121/6/0/0
12.82.24.74/9/3|12.82.24.74/9/3/5
12.82.104.25/2/0|12.82.104.25/2/0/4
143.0.24.131/9/0|143.0.24.131/9/0/0
1.2.3.4/9/2|1.2.3.4/9/2/5
12.82.114.23/6/3|12.82.114.23/6/3/3
12.82.74.29/2/2|12.82.74.29/2/2/7
12.82.33.1/0/1|12.82.33.1/0/1/9
12.82.49.74/0/3|12.82.49.74/0/3/0
12.122.122.186/0/3|12.122.122.186/0/3/0
12.82.126.192/3/2|12.82.126.192/3/2/0
12.82.96.1/3/1|12.82.96.1/3/1/1
12.82.24.66/4/2|12.82.24.66/4/2/3
10.0.36.128/1/0|10.0.36.128/1/0/7
12.82.88.24/2/1|12.82.88.24/2/1/2
12.82.110.4/9/0|12.82.110.4/9/0/2
12.82.16.89/3/2|12.82.16.89/3/2/4
12.82.124.192/4/1|12.82.124.192/4/1/9
165.87.253.155/7/1|165.87.253.155/7/1/0
12.82.82.8/3/0|12.82.82.8/3/0/0
12.122.122.82/3/2|12.122.122.82/3/2/8
12.82.32.77/10/3|12.82.32.77/10/3/1
12.82.127.3/0/3|12.82.127.3/0/3/9
12.82.76.18/3/0|12.82.76.18/3/0/2
12.82.58.3/10/0|12.82.58.3/10/0/7
12.82.96.19/3/0|12.82.96.19/3/0/1
8.8.0.118/1/0|8.8.0.118/1/0/9
12.82.108.4/10/3|12.82.108.4/10/3/2
12.82.96.1/2/2|12.82.96.1/2/2/1
12.82.0.95/4/1|12.82.0.95/4/1/2
12.122.122.133/3/3|12.122.122.133/3/3/2
12.82.127.129/4/2|12.82.127.129/4/2/5
12.82.78.19/10/1|12.82.78.19/10/1/7
12.82.127.128/7/3|12.82.127.128/7/3/0
12.82.118.9/9/2|12.82.118.9/9/2/6
12.82.24.123/6/3|12.82.24.123/6/3/5
12.122.122.87/4/0|12.122.122.87/4/0/4
12.122.126.139/3/3|12.122.126.139/3/3/0
12.82.49.192/10/3|12.82.49.192/10/3/1
12.82.82.21/3/0|12.82.82.21/3/0/6
12.122.125.197/3/1|12.122.125.197/3/1/0
10.144.0.137/4/0|10.144.0.137/4/0/2
12.83.164.160/6/1|12.83.164.160/6/1/0
12.82.125.8/0/0|12.82.125.8/0/0/1
149.0.3.250/5/0|149.0.3.250/5/0/4
12.83.165.148/7/1|12.83.165.148/7/1/2
12.82.88.1/8/1|12.82.88.1/8/1/5
12.82.86.25/5/0|12.82.86.25/5/0/1
12.122.122.153/3/0|12.122.122.153/3/0/6
12.82.40.99/9/3|12.82.40.99/9/3/3
12.82.0.43/2/1|12.82.0.43/2/1/1
